organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	kingdom	occurrenceID	materialSampleID
46	present	Hugo Gante	eDNA expeditions citizen science sampling	716167	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.1133_EE0207	EE0207
46	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon_elachys, confidences 1;0.52;0.28;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1146_EE0238	EE0238
46	present	Hugo Gante	eDNA expeditions citizen science sampling	246022	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Stegastes	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Stegastes flavilatus	urn:lsid:marinespecies.org:taxname:276668	species	Animalia	asv.1196_EE0160	EE0160
46	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.37;0.15;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1333_EE0192	EE0192
46	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.84;0.84;0.84;0.84;0.84;0.84. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.359_EE0240	EE0240
46	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Chromis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_atrilobata, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits EF489729,EF489730,EF489728,FJ616427, identities 99.6,99.3,99.3,97.1, taxonomy Chromis_atrilobata,Chromis_atrilobata,Chromis_atrilobata,Chromis_multilineata, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Chromis;Chromis_atrilobata.	Chromis atrilobata	urn:lsid:marinespecies.org:taxname:273712	species	Animalia	asv.37_EE0239	EE0239
46	present	Hugo Gante	eDNA expeditions citizen science sampling	77374	DNA Sequence reads	DNA Sequence reads						Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	Bacteria	asv.424_EE0237	EE0237
46	present	Hugo Gante	eDNA expeditions citizen science sampling	246022	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Chilopoda;Geophilomorpha;Linotaeniidae;Strigamia;Strigamia_chionophila, confidences 1;0.35;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.431_EE0160	EE0160
46	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Blattodea;Termitidae;Atlantitermes;Atlantitermes_snyderi, confidences 1;0.16;0.06;0.02;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.441_EE0239	EE0239
46	present	Hugo Gante	eDNA expeditions citizen science sampling	77374	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiidae;Craspedacusta;Craspedacusta_ziguiensis, confidences 1;0.08;0.04;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.457_EE0237	EE0237
46	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.2;0.18;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.487_EE0238	EE0238
46	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Ceratobatrachidae;Platymantis;Platymantis_spelaeus, confidences 1;0.6;0.09;0.08;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.494_EE0192	EE0192
46	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.893_EE0239	EE0239
46	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Diogenidae;Calcinus;Calcinus_seurati, confidences 1;0.35;0.15;0.15;0.07;0.05;0.04. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.930_EE0240	EE0240
46	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Diogenidae;Ciliopagurus;Ciliopagurus_hawaiiensis, confidences 1;0.3;0.16;0.16;0.07;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.933_EE0240	EE0240
46	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Bacteria_Latreille_et_al._1825;Bacteria_ferula, confidences 1;0.43;0.25;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.940_EE0240	EE0240
45	present	Hugo Gante	eDNA expeditions citizen science sampling	77374	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Hylidae;Pithecopus;Pithecopus_cf._hypochondrialis_ZUEC_19942, confidences 1;0.26;0.21;0.21;0.07;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1028_EE0237	EE0237
45	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Gastropoda;Pleurobranchida;Pleurobranchidae;Pleurobranchaea;Pleurobranchaea_californica, confidences 1;0.15;0.11;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1030_EE0209	EE0209
45	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Munididae;Gonionida;Gonionida_remota, confidences 1;0.26;0.14;0.14;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1096_EE0238	EE0238
45	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.1168_EE0209	EE0209
45	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Paraconger;Paraconger_notialis, confidences 1;0.66;0.29;0;0;0;0. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1293_EE0192	EE0192
45	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Pygopodidae;Delma;Delma_fraseri, confidences 1;0.57;0.17;0.17;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1338_EE0192	EE0192
45	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;c_Chordata;Testudines;Testudinidae;Kinixys;Kinixys_spekii, confidences 1;0.45;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1339_EE0192	EE0192
45	present	Hugo Gante	eDNA expeditions citizen science sampling	212922	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris_venusta, confidences 1;0.7;0.39;0.07;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1340_EE0208	EE0208
45	present	Hugo Gante	eDNA expeditions citizen science sampling	246022	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Tetraodontiformes	Tetraodontidae	Arothron	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron;Arothron_hispidus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AB742006,MG665357,AB742013,KT600993,AP019609, identities 99.6,99.2,97.3,97.3,97.3, taxonomy Arothron_hispidus,Halichoeres_rubrovirens,Arothron_stellatus,Arothron_hispidus,Arothron_multilineatus, consensus Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Arothron.	Arothron	urn:lsid:marinespecies.org:taxname:156706	genus	Animalia	asv.242_EE0160	EE0160
45	present	Hugo Gante	eDNA expeditions citizen science sampling	212922	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.88;0.88;0.88;0.88;0.88;0.88. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.282_EE0208	EE0208
45	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura_rupicola, confidences 1;0.83;0.26;0.12;0.07;0.03;0.03. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Animalia	asv.439_EE0240	EE0240
45	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Blattodea;Termitidae;Atlantitermes;Atlantitermes_snyderi, confidences 1;0.16;0.06;0.02;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.441_EE0240	EE0240
45	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiidae;Craspedacusta;Craspedacusta_ziguiensis, confidences 1;0.07;0.04;0.02;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.462_EE0239	EE0239
45	present	Hugo Gante	eDNA expeditions citizen science sampling	246022	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Thalassoma	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Thalassoma	urn:lsid:marinespecies.org:taxname:126024	genus	Animalia	asv.493_EE0160	EE0160
45	present	Hugo Gante	eDNA expeditions citizen science sampling	77374	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Marcusenius;Marcusenius_ntemensis, confidences 1;0.56;0.26;0.05;0.05;0;0. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.496_EE0237	EE0237
45	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Lacertidae;Algyroides;Algyroides_fitzingeri, confidences 1;0.42;0.14;0.14;0.08;0.06;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.509_EE0239	EE0239
45	present	Hugo Gante	eDNA expeditions citizen science sampling	716167	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Tetraodontiformes	Tetraodontidae	Canthigaster	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Canthigaster	urn:lsid:marinespecies.org:taxname:126238	genus	Animalia	asv.534_EE0207	EE0207
45	present	Hugo Gante	eDNA expeditions citizen science sampling	246022	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.85;0.85;0.85;0.85;0.85;0.85. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.60_EE0160	EE0160
45	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Onychophora;Udeonychophora;Euonychophora;Peripatidae;Epiperipatus;Epiperipatus_vagans, confidences 1;0.03;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.948_EE0240	EE0240
45	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Lophiiformes;Thaumatichthyidae;Thaumatichthys;Thaumatichthys_binghami, confidences 1;0.68;0.28;0.05;0.01;0.01;0. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.953_EE0240	EE0240
45	present	Hugo Gante	eDNA expeditions citizen science sampling	77374	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Hemiptera;Pentatomidae;Chlorocoris;Chlorocoris_complanatus, confidences 1;0.33;0.25;0.13;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.961_EE0237	EE0237
44	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Contradens;Contradens_contradens, confidences 1;0.29;0.15;0.08;0.08;0.06;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1037_EE0238	EE0238
44	present	Hugo Gante	eDNA expeditions citizen science sampling	159414	DNA Sequence reads	DNA Sequence reads	Proteobacteria	Alphaproteobacteria				Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Alphaproteobacteria	urn:lsid:marinespecies.org:taxname:392750	class	Bacteria	asv.1065_EE0240	EE0240
44	present	Hugo Gante	eDNA expeditions citizen science sampling	113396	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.43;0.33;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1154_EE0239	EE0239
44	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.94;0.94;0.94;0.94;0.94;0.94. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.116_EE0209	EE0209
44	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;Pasiphaea_exilimanus, confidences 1;0.34;0.1;0.08;0.01;0.01;0. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1267_EE0192	EE0192
44	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JX266265,KP900754,JQ446410,KJ801473,JN415484,JN160804,KY748238,DQ867014,JN858956,HM246152, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Homo_sapiens,Thrips_alliorum, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Animalia	asv.127_EE0209	EE0209
44	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Gymnophthalmidae;Bachia;Bachia_scolecoides, confidences 1;0.61;0.14;0.14;0.04;0.04;0.02. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1300_EE0192	EE0192
44	present	Hugo Gante	eDNA expeditions citizen science sampling	121303	DNA Sequence reads	DNA Sequence reads	Bacillariophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Minutocellus polymorphus	urn:lsid:marinespecies.org:taxname:464449	species	Chromista	asv.1343_EE0192	EE0192
44	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Lonchaeidae;Neosilba;Neosilba_zadolicha, confidences 1;0.22;0.15;0.1;0.06;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.1348_EE0209	EE0209
44	present	Hugo Gante	eDNA expeditions citizen science sampling	212922	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Clupeiformes	Dorosomatidae	Opisthonema	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Opisthonema;Opisthonema_libertate, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY830684,HM070246,EU552783,NC_082745,DQ912074, identities 100,99.2,97.7,97.3,97.3, taxonomy Opisthonema_libertate,Opisthonema_medirastre,Opisthonema_oglinum,Opisthonema_oglinum,Opisthonema_oglinum, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Opisthonema;Opisthonema_oglinum.	Opisthonema libertate	urn:lsid:marinespecies.org:taxname:275504	species	Animalia	asv.19_EE0208	EE0208
44	present	Hugo Gante	eDNA expeditions citizen science sampling	212922	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Clupeiformes	Dorosomatidae	Opisthonema	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Opisthonema;Opisthonema_libertate, confidences 1;1;1;1;1;0.99;0.81. No VSEARCH hits at 0.97 identity.	Opisthonema libertate	urn:lsid:marinespecies.org:taxname:275504	species	Animalia	asv.4_EE0208	EE0208
44	present	Hugo Gante	eDNA expeditions citizen science sampling	716167	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Beloniformes	Belonidae	Tylosurus	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Tylosurus	urn:lsid:marinespecies.org:taxname:125690	genus	Animalia	asv.469_EE0207	EE0207
44	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Cnidaria;Hydrozoa;Limnomedusae;Olindiidae;Craspedacusta;Craspedacusta_ziguiensis, confidences 1;0.04;0.02;0;0;0;0. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.484_EE0238	EE0238
44	present	Hugo Gante	eDNA expeditions citizen science sampling	132190	DNA Sequence reads	DNA Sequence reads						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Cancellariidae;Merica;Merica_sinensis, confidences 1;0.14;0.13;0.05;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Animalia	asv.518_EE0238	EE0238
44	present	Hugo Gante	eDNA expeditions citizen science sampling	153750	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Clupeiformes	Engraulidae	Engraulis	Identification based on blastn against the full nt database (downloaded on 2021-11-25 ), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Engraulis encrasicolus	urn:lsid:marinespecies.org:taxname:126426	species	Animalia	asv.579_EE0209	EE0209
