organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
294	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Cottidae	Myoxocephalus	Myoxocephalus quadricornis	urn:lsid:marinespecies.org:taxname:254529	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Myoxocephalus;s__Myoxocephalus_quadricornis, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_053359,KM057972,MK321578,NC_045875,KM057974,LC672510,MH377822,AB188195,LC677339,LC672512, identities 100,100,100,99.4,99.4,99.4,99.4,98.8,98.8,98.8, taxonomy Myoxocephalus_quadricornis,Microcottus_sellaris,Myoxocephalus_scorpius,Myoxocephalus_jaok,Myoxocephalus_polyacanthocephalus,Myoxocephalus_stelleri,Myoxocephalus_aenaeas,Myoxocephalus_stelleri,Myoxocephalus_brandtii,Myoxocephalus_jaok, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus.	asv.173_EE0105	EE0105
293	present	Hugo Gante	eDNA expeditions citizen science sampling	67512	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Myzopsetta;s__Myzopsetta_ferruginea, confidences 1;1;1;1;1;1;0.17;0.17. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits OR499731,NC_082783,EF424428,MT103916,LC145951,LC049662,AP002951,NC_082806,NC_082768,NC_082804, identities 100,99.4,99.4,99.4,99.4,99.4,98.8,98.8,98.8,98.8, taxonomy Pleuronectes_quadrituberculatus,Liopsetta_glacialis,Platichthys_stellatus,Myzopsetta_ferruginea,Platichthys_stellatus_x_Parophrys_vetulus,Liopsetta_pinnifasciata,Kareius_bicoloratus,Psettichthys_melanostictus,Limanda_sakhalinensis,Hippoglossoides_elassodon, consensus Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae.	asv.215_EE0091	EE0091
293	present	Hugo Gante	eDNA expeditions citizen science sampling	827009	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Testudines;f__Geoemydidae;g__Rhinoclemmys;s__Rhinoclemmys_nasuta, confidences 1;0.95;0.82;0.2;0.2;0.05;0.05;0.04. No VSEARCH hits at 0.97 identity.	asv.975_EE0080	EE0080
292	present	Hugo Gante	eDNA expeditions citizen science sampling	827009	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Megophrys;s__Megophrys_gigantica, confidences 1;0.99;0.92;0.41;0.41;0.2;0.2;0.2. No VSEARCH hits at 0.97 identity.	asv.984_EE0080	EE0080
289	present	Hugo Gante	eDNA expeditions citizen science sampling	726311	DNA Sequence reads	DNA Sequence reads							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.76;0.76;0.76;0.76;0.76;0.76;0.76. No VSEARCH hits at 0.97 identity.	asv.347_EE0092	EE0092
288	present	Hugo Gante	eDNA expeditions citizen science sampling	1014375	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.226_EE0090	EE0090
288	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia				Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Rhinolophidae;g__Rhinolophus;s__Rhinolophus_rex, confidences 1;0.99;0.99;0.85;0.16;0.06;0.06;0.01. No VSEARCH hits at 0.97 identity.	asv.237_EE0105	EE0105
288	present	Hugo Gante	eDNA expeditions citizen science sampling	739502	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Canis;s__Canis_lupus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ042325,KF661090,EU740412,AM711902,KJ637058,MH753649,KF661086,KF661078,KF661051,KF661037, identities 100,99.4,98.8,98.8,98.8,98.8,98.2,98.2,98.2,98.2, taxonomy Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus.	asv.253_EE0075	EE0075
287	present	Hugo Gante	eDNA expeditions citizen science sampling	1014375	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,AP008301,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.224_EE0090	EE0090
286	present	Hugo Gante	eDNA expeditions citizen science sampling	726311	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Pterioida;f__Isognomonidae;g__Isognomon;s__Isognomon_acutirostris, confidences 1;0.94;0.18;0.12;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	asv.326_EE0092	EE0092
285	present	Hugo Gante	eDNA expeditions citizen science sampling	627955	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Hydrurga;s__Hydrurga_leptonyx, confidences 1;0.99;0.87;0.54;0.17;0.06;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.276_EE0081	EE0081
285	present	Hugo Gante	eDNA expeditions citizen science sampling	726311	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;0.95;0.08;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.328_EE0092	EE0092
284	present	Hugo Gante	eDNA expeditions citizen science sampling	827009	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Limnodynastidae;g__Lechriodus;s__Lechriodus_fletcheri, confidences 1;0.97;0.89;0.52;0.52;0.29;0.29;0.29. No VSEARCH hits at 0.97 identity.	asv.973_EE0080	EE0080
282	present	Hugo Gante	eDNA expeditions citizen science sampling	739502	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC911458,KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF437262,KU867614, identities 100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.125_EE0075	EE0075
282	present	Hugo Gante	eDNA expeditions citizen science sampling	726311	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;1;0.21;0.18;0.17;0.17;0.17;0.17. No VSEARCH hits at 0.97 identity.	asv.349_EE0092	EE0092
281	present	Hugo Gante	eDNA expeditions citizen science sampling	608898	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	urn:lsid:marinespecies.org:taxname:1457401	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Vulpes;s__Vulpes_vulpes, confidences 1;1;1;1;1;0.95;0.94;0.81. No VSEARCH hits at 0.97 identity.	asv.350_EE0076	EE0076
280	present	Hugo Gante	eDNA expeditions citizen science sampling	67512	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Sprattus	Sprattus sprattus	urn:lsid:marinespecies.org:taxname:126425	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Sprattus;s__Sprattus_sprattus, confidences 1;1;1;1;1;1;0.92;0.92. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC193777,KC193773,KC193758,KC193751,KC193741,KC193734,KC193726,KC193708,KC193706,KC193690, identities 99.4,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus,Clupea_harengus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea_harengus.	asv.346_EE0091	EE0091
280	present	Hugo Gante	eDNA expeditions citizen science sampling	739502	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Canis;s__Canis_lupus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits EU740412,KJ637058,MH753649,KF661090,KF661086,KF661078,KF661051,KF661037,AY656750,KJ637099, identities 100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus.	asv.40_EE0075	EE0075
279	present	Hugo Gante	eDNA expeditions citizen science sampling	608898	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Anomala;s__Anomala_albopilosa, confidences 1;0.99;0.23;0.17;0.1;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	asv.1180_EE0076	EE0076
279	present	Hugo Gante	eDNA expeditions citizen science sampling	608898	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae		Canidae	urn:lsid:marinespecies.org:taxname:404128	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Canidae;g__Vulpes;s__Vulpes_lagopus, confidences 1;1;1;1;0.98;0.85;0.73;0.41. No VSEARCH hits at 0.97 identity.	asv.351_EE0076	EE0076
279	present	Hugo Gante	eDNA expeditions citizen science sampling	739502	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae		Hominidae	urn:lsid:marinespecies.org:taxname:1455975	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;1;0.97;0.91;0.91;0.9;0.9. No VSEARCH hits at 0.97 identity.	asv.82_EE0075	EE0075
279	present	Hugo Gante	eDNA expeditions citizen science sampling	827009	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Limnodynastidae;g__Lechriodus;s__Lechriodus_fletcheri, confidences 1;0.94;0.84;0.33;0.33;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	asv.974_EE0080	EE0080
279	present	Hugo Gante	eDNA expeditions citizen science sampling	197539	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Testudines;f__Emydidae;g__Glyptemys;s__Glyptemys_insculpta, confidences 1;0.99;0.97;0.63;0.63;0.45;0.39;0.39. No VSEARCH hits at 0.97 identity.	asv.987_EE0077	EE0077
278	present	Hugo Gante	eDNA expeditions citizen science sampling	627955	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Phocidae		Phocidae	urn:lsid:marinespecies.org:taxname:136976	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Phoca;s__Phoca_largha, confidences 1;1;1;1;1;1;0.69;0.69. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits AM181032,AM181031,GU174593,AM181036,AM181035,AM181033, identities 100,99.4,99.4,98.8,98.8,97.6, taxonomy Phoca_vitulina,Phoca_largha,Pusa_hispida,Pusa_hispida,Pusa_sibirica,Pusa_caspica, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Pusa.	asv.354_EE0081	EE0081
277	present	Hugo Gante	eDNA expeditions citizen science sampling	197539	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;0.97;0.15;0.14;0.14;0.14;0.14;0.14. No VSEARCH hits at 0.97 identity.	asv.355_EE0077	EE0077
276	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus typhle	urn:lsid:marinespecies.org:taxname:127393	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Syngnathus;s__Syngnathus_typhle, confidences 1;1;1;1;0.97;0.97;0.97;0.85. No VSEARCH hits at 0.97 identity.	asv.18_EE0105	EE0105
276	present	Hugo Gante	eDNA expeditions citizen science sampling	197539	DNA Sequence reads	DNA Sequence reads							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.2;0.19;0.19;0.19;0.19;0.19;0.19. No VSEARCH hits at 0.97 identity.	asv.356_EE0077	EE0077
275	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Cottidae	Myoxocephalus	Myoxocephalus quadricornis	urn:lsid:marinespecies.org:taxname:254529	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Myoxocephalus;s__Myoxocephalus_quadricornis, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_053359,KM057972,MK321578,NC_045875,KM057974,LC672510,MH377822,AB188195,LC677339,LC672512, identities 100,100,100,99.4,99.4,99.4,99.4,98.8,98.8,98.8, taxonomy Myoxocephalus_quadricornis,Microcottus_sellaris,Myoxocephalus_scorpius,Myoxocephalus_jaok,Myoxocephalus_polyacanthocephalus,Myoxocephalus_stelleri,Myoxocephalus_aenaeas,Myoxocephalus_stelleri,Myoxocephalus_brandtii,Myoxocephalus_jaok, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Myoxocephalus.	asv.167_EE0105	EE0105
275	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Kareius;s__Kareius_bicoloratus, confidences 1;1;1;1;1;1;0.65;0.65. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_082783,EF424428,MT103916,LC145951,LC049662,AP002951,NC_082806,NC_082768,NC_082804,NC_082770, identities 100,100,100,100,100,99.4,99.4,99.4,99.4,99.4, taxonomy Liopsetta_glacialis,Platichthys_stellatus,Myzopsetta_ferruginea,Platichthys_stellatus_x_Parophrys_vetulus,Liopsetta_pinnifasciata,Kareius_bicoloratus,Psettichthys_melanostictus,Limanda_sakhalinensis,Hippoglossoides_elassodon,Myzopsetta_proboscidea, consensus Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae.	asv.63_EE0105	EE0105
273	present	Hugo Gante	eDNA expeditions citizen science sampling	627955	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Testudines;f__Testudinidae;g__Malacochersus;s__Malacochersus_tornieri, confidences 1;0.98;0.98;0.59;0.59;0.47;0.21;0.21. No VSEARCH hits at 0.97 identity.	asv.1162_EE0081	EE0081
273	present	Hugo Gante	eDNA expeditions citizen science sampling	1006333	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,AP008301,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.174_EE0105	EE0105
273	present	Hugo Gante	eDNA expeditions citizen science sampling	67512	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Pleuronectidae;g__Kareius;s__Kareius_bicoloratus, confidences 1;1;1;1;1;1;0.63;0.63. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_082783,EF424428,MT103916,LC145951,LC049662,AP002951,NC_082806,NC_082768,NC_082804,NC_082770, identities 100,100,100,100,100,99.4,99.4,99.4,99.4,99.4, taxonomy Liopsetta_glacialis,Platichthys_stellatus,Myzopsetta_ferruginea,Platichthys_stellatus_x_Parophrys_vetulus,Liopsetta_pinnifasciata,Kareius_bicoloratus,Psettichthys_melanostictus,Limanda_sakhalinensis,Hippoglossoides_elassodon,Myzopsetta_proboscidea, consensus Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae.	asv.321_EE0091	EE0091
272	present	Hugo Gante	eDNA expeditions citizen science sampling	197539	DNA Sequence reads	DNA Sequence reads							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.14;0.03;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.361_EE0077	EE0077
269	present	Hugo Gante	eDNA expeditions citizen science sampling	726311	DNA Sequence reads	DNA Sequence reads	Animalia						Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;0.97;0.17;0.07;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1202_EE0092	EE0092
267	present	Hugo Gante	eDNA expeditions citizen science sampling	627955	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KF472177,KX147101,EU090702,AY334492,MH753653,KT194217,KF569218,DQ444705,KM998967,KT372134, identities 100,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.	asv.1200_EE0081	EE0081
267	present	Hugo Gante	eDNA expeditions citizen science sampling	627955	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	asv.124_EE0081	EE0081
