organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
88	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Syngnathiformes	Syngnathidae	Hippocampus		Hippocampus comes	urn:lsid:marinespecies.org:taxname:275191	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_comes, confidences 1;1;1;1;1;1;0.89. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JX970973,AY277289,MK017689,MK017687,AF355000, identities 98.5,98.5,98.1,98.1,97.7, taxonomy Hippocampus_comes,Hippocampus_comes,Hippocampus_comes,Hippocampus_comes,Hippocampus_comes, consensus Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus_comes.	asv.390_EE0044	EE0044
87	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudogramma;Pseudogramma_paucilepis, confidences 1;0.62;0.43;0.09;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1009_EE0047	EE0047
87	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Hemiptera;Reduviidae;Nalata;Nalata_squalida, confidences 1;0.36;0.24;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1024_EE0047	EE0047
87	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.47;0.3;0.07;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1053_EE0062	EE0062
87	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.49;0.27;0.15;0.07;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1063_EE0044	EE0044
87	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Crenimugil		Crenimugil seheli	urn:lsid:marinespecies.org:taxname:1043477	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Crenimugil;Crenimugil_seheli, confidences 1;1;1;1;1;1;0.94. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ060763, identities 99.6, taxonomy Crenimugil_seheli, consensus Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Crenimugil;Crenimugil_seheli.	asv.391_EE0072	EE0072
87	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Brachylagus;Brachylagus_idahoensis, confidences 1;0.66;0.11;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.504_EE0043	EE0043
87	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops_gracilis, confidences 1;0.79;0.46;0.14;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.	asv.570_EE0046	EE0046
87	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia_studeri, confidences 1;0.25;0.02;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.576_EE0061	EE0061
86	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Acanthopagrus		Acanthopagrus schlegelii	urn:lsid:marinespecies.org:taxname:293534	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_schlegelii, confidences 1;1;1;1;1;0.96;0.66. No VSEARCH hits at 0.97 identity.	asv.141_EE0072	EE0072
86	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Carangaria incertae sedis	Latidae	Psammoperca		Psammoperca waigiensis	urn:lsid:marinespecies.org:taxname:282395	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Psammoperca;Psammoperca_waigiensis, confidences 1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.	asv.389_EE0044	EE0044
86	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AP008364,JQ446410,KJ801473,JN415484,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis, consensus Eukaryota.	asv.49_EE0044	EE0044
86	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.941_EE0043	EE0043
86	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Venerida;Glossidae;Glossus;Glossus_humanus, confidences 1;0.19;0.05;0.04;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.969_EE0078	EE0078
86	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Aves;Strigiformes;Strigidae;Glaucidium;Glaucidium_cuculoides, confidences 1;0.47;0.11;0.03;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.991_EE0043	EE0043
85	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Turridae;Lucerapex;Lucerapex_cf._casearia_MNHN_42448, confidences 1;0.26;0.15;0.04;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1129_EE0078	EE0078
85	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.87;0.87;0.87;0.87;0.87;0.87. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,JF742196,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	asv.165_EE0045	EE0045
85	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sillaginidae	Sillago		Sillago	urn:lsid:marinespecies.org:taxname:126072	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii, confidences 1;1;1;1;1;1;0.51. No VSEARCH hits at 0.97 identity.	asv.221_EE0047	EE0047
85	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Pastinachus;Pastinachus_ater, confidences 1;0.71;0.06;0.04;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.994_EE0043	EE0043
84	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus		Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KU556691,AY920912,KM998967,GQ338944,AY574047,KT279759,KC208030,GQ338946,GQ338945,AY243488, identities 100,100,99.6,99.6,99.2,99.2,99.2,99.2,99.2,99.2, taxonomy Sus_scrofa,Sus_philippensis_x_Sus_barbatus,Sus_scrofa,Sus_barbatus,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_celebensis,Sus_verrucosus,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.	asv.392_EE0043	EE0043
84	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudogramma;Pseudogramma_paucilepis, confidences 1;0.6;0.32;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.499_EE0072	EE0072
83	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Turridae;Lucerapex;Lucerapex_cf._casearia_MNHN_42448, confidences 1;0.34;0.18;0.06;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1134_EE0078	EE0078
83	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sillaginidae	Sillago		Sillago schomburgkii	urn:lsid:marinespecies.org:taxname:273953	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KX234653,KX234652, identities 99.6,99.6, taxonomy Sillago_schomburgkii,Sillago_schomburgkii, consensus Eukaryota;Chordata;Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii.	asv.137_EE0062	EE0062
83	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Acanthuriformes	Siganidae	Siganus		Siganus fuscescens	urn:lsid:marinespecies.org:taxname:273912	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Siganidae;Siganus;Siganus_fuscescens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_009572,KJ872545,EF210168,EF210164,DQ898104,DQ898101,MG677546,KR824528,DQ898116,DQ898103, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.2,99.2,99.2, taxonomy Siganus_fuscescens,Siganus_canaliculatus,Siganus_fuscescens,Siganus_canaliculatus,Siganus_fuscescens,Siganus_fuscescens,Siganus_sutor,Siganus_canaliculatus,Siganus_rivulatus,Siganus_fuscescens, consensus Eukaryota;Chordata;Actinopteri;Siganidae;Siganus.	asv.25_EE0045	EE0045
83	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Vasticardium		Vasticardium	urn:lsid:marinespecies.org:taxname:345698	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Cardiida;Cardiidae;Vasticardium;Vasticardium_kenyanum, confidences 1;0.99;0.99;0.99;0.99;0.98;0.44. No VSEARCH hits at 0.97 identity.	asv.393_EE0061	EE0061
83	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.9;0.9;0.9;0.9;0.9;0.9. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.59_EE0061	EE0061
83	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits FJ748748,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	asv.73_EE0061	EE0061
83	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Littoraria;Littoraria_pallescens, confidences 1;0.15;0.08;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.964_EE0043	EE0043
83	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Trochida;Turbinidae;Astralium;Astralium_roseobasis, confidences 1;0.19;0.14;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.968_EE0047	EE0047
82	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.87;0.87;0.87;0.87;0.87;0.87. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,JF742196,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	asv.165_EE0047	EE0047
82	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates				Primates	urn:lsid:marinespecies.org:taxname:1455974	order	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Lophocebus;Lophocebus_aterrimus, confidences 1;0.98;0.97;0.95;0.5;0.22;0.22. No VSEARCH hits at 0.97 identity.	asv.30_EE0072	EE0072
82	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Crenimugil		Crenimugil seheli	urn:lsid:marinespecies.org:taxname:1043477	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Crenimugil;Crenimugil_seheli, confidences 1;1;1;1;1;1;0.94. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ060763,KF375043, identities 100,97.1, taxonomy Crenimugil_seheli,Crenimugil_buchanani, consensus Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Crenimugil.	asv.344_EE0062	EE0062
82	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Tetrarogidae	Paracentropogon		Paracentropogon rubripinnis	urn:lsid:marinespecies.org:taxname:277237	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Tetrarogidae;Paracentropogon;Paracentropogon_rubripinnis, confidences 1;1;1;0.99;0.95;0.72;0.72. No VSEARCH hits at 0.97 identity.	asv.394_EE0044	EE0044
82	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Beloniformes	Hemiramphidae	Hyporhamphus		Hyporhamphus quoyi	urn:lsid:marinespecies.org:taxname:272192	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus_quoyi, confidences 1;1;1;1;1;1;0.97. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF243996,AF243995, identities 98.5,98.1, taxonomy Hyporhamphus_quoyi,Hyporhamphus_quoyi, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus_quoyi.	asv.395_EE0046	EE0046
82	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda					Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.82;0.71;0.45;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.	asv.511_EE0047	EE0047
82	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Leptodactylidae;Leptodactylus;Leptodactylus_stenodema, confidences 1;0.37;0.08;0.08;0;0;0. No VSEARCH hits at 0.97 identity.	asv.976_EE0062	EE0062
81	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Gekkonidae;Pachydactylus;Pachydactylus_fasciatus, confidences 1;0.66;0.27;0.27;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.505_EE0047	EE0047
81	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Cypriniformes;Danionidae;Raiamas;Raiamas_buchholzi, confidences 1;0.6;0.47;0.08;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.544_EE0072	EE0072
81	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Contradens;Contradens_contradens, confidences 1;0.26;0.12;0.12;0.12;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.946_EE0044	EE0044
81	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Craugastoridae;Craugastor;Craugastor_opimus, confidences 1;0.47;0.07;0.07;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.977_EE0078	EE0078
80	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Trochida;Solariellidae;Solariella;Solariella_segersi, confidences 1;0.25;0.2;0.07;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.1086_EE0044	EE0044
80	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Merelina;Merelina_hirta, confidences 1;0.23;0.2;0.18;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1112_EE0043	EE0043
80	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Hexanauplia;Calanoida;Eucalanidae;Pareucalanus;Pareucalanus_sewelli, confidences 1;0.37;0.07;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.	asv.1142_EE0044	EE0044
80	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Nemertea	Palaeonemertea	Archinemertea	Cephalotrichidae	Cephalothrix		Cephalothrix	urn:lsid:marinespecies.org:taxname:122379	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Nemertea;Palaeonemertea;Archinemertea;Cephalotrichidae;Cephalothrix;Cephalothrix_filiformis, confidences 1;0.86;0.86;0.86;0.86;0.86;0.59. No VSEARCH hits at 0.97 identity.	asv.396_EE0061	EE0061
80	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.8;0.43;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.497_EE0047	EE0047
80	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Acanthopagrus	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_australis;	Acanthopagrus australis	urn:lsid:marinespecies.org:taxname:279070	species		asv.501_EE0046	EE0046
80	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Chilopoda;Geophilomorpha;Linotaeniidae;Strigamia;Strigamia_chionophila, confidences 1;0.27;0.05;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.515_EE0047	EE0047
