asv	sum.taxonomy	identificationRemarks
961	asv.961	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales;f__Arthoniaceae;g__Synarthonia;s__Synarthonia_pilosella, confidences 1;0.11;0.11;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
962	asv.962	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_venusta, confidences 1;0.99;0.8;0.37;0.17;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
963	asv.963	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Centrolenidae;g__Nymphargus;s__Nymphargus_bejaranoi, confidences 1;0.94;0.67;0.29;0.29;0.17;0.16;0.15. No VSEARCH hits at 0.97 identity.
964	asv.964	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__Lutjanus_campechanus, confidences 1;0.97;0.8;0.32;0.12;0.12;0.12;0.12. No VSEARCH hits at 0.97 identity.
965	asv.965	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Odontamblyopus;s__Odontamblyopus_rebecca, confidences 1;0.97;0.92;0.46;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
966	asv.966	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Branchiopoda;o__Diplostraca;f__Daphniidae;g__Daphnia;s__Daphnia_magna, confidences 1;1;0.17;0.14;0.14;0.14;0.14;0.06. No VSEARCH hits at 0.97 identity.
967	asv.967	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Pyrilia;s__Pyrilia_barrabandi, confidences 1;0.96;0.8;0.13;0.04;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
968	asv.968	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__Acheilognathus_macropterus, confidences 1;0.97;0.78;0.47;0.07;0.07;0.07;0.04. No VSEARCH hits at 0.97 identity.
969	asv.969	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Myripristis;s__Myripristis_berndti, confidences 1;0.88;0.69;0.38;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
970	asv.970	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Percichthyidae;g__Maccullochella;s__Maccullochella_macquariensis, confidences 1;0.99;0.98;0.95;0.15;0.09;0.09;0.08. No VSEARCH hits at 0.97 identity.
971	asv.971	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Pelecaniformes;f__Threskiornithidae;g__Nipponia;s__Nipponia_nippon, confidences 1;0.98;0.89;0.26;0.14;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
972	asv.972	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gerrhosauridae;g__Zonosaurus;s__Zonosaurus_rufipes, confidences 1;0.94;0.65;0.07;0.07;0;0;0. No VSEARCH hits at 0.97 identity.
973	asv.973	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Crossoptilon;s__Crossoptilon_auritum, confidences 1;0.8;0.61;0.16;0.04;0.04;0.03;0.02. No VSEARCH hits at 0.97 identity.
974	asv.974	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Tenualosa;s__Tenualosa_thibaudeaui, confidences 1;0.94;0.69;0.37;0.1;0.1;0.07;0.07. No VSEARCH hits at 0.97 identity.
975	asv.975	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Ostreida;f__Gryphaeidae;g__Neopycnodonte;s__Neopycnodonte_cochlear, confidences 1;0.99;0.12;0.07;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
976	asv.976	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;o__Actiniaria;f__Sagartiidae;g__Sagartia;s__Sagartia_ornata, confidences 1;0.92;0.04;0.04;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
977	asv.977	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Argnidae;g__Argna;s__Argna_bielzi, confidences 1;0.95;0.1;0.09;0.08;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
978	asv.978	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Gobiesocidae;g__Aspasma;s__Aspasma_minima, confidences 1;0.93;0.78;0.23;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
979	asv.979	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Moridae;g__Lepidion;s__Lepidion_capensis, confidences 1;0.97;0.82;0.42;0.03;0.03;0.03;0. No VSEARCH hits at 0.97 identity.
980	asv.980	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Triplophysa;s__Triplophysa_tibetana, confidences 1;0.98;0.81;0.47;0.18;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
981	asv.981	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Stylommatophora;f__Orculidae;g__Orcula;s__Orcula_zilchi, confidences 1;0.91;0.27;0.22;0.18;0.13;0.1;0.1. No VSEARCH hits at 0.97 identity.
982	asv.982	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Trichodectidae;g__Trichodectes;s__Trichodectes_canis, confidences 1;0.98;0.24;0.2;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
983	asv.983	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Amolops;s__Amolops_indoburmanensis, confidences 1;0.94;0.83;0.23;0.23;0.1;0.07;0.07. No VSEARCH hits at 0.97 identity.
984	asv.984	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Ambloplites;s__Ambloplites_ariommus, confidences 1;1;1;0.89;0.19;0.11;0.07;0.05. No VSEARCH hits at 0.97 identity.
985	asv.985	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Ostichthys;s__Ostichthys_japonicus, confidences 1;1;1;0.98;0.59;0.59;0.21;0.21. No VSEARCH hits at 0.97 identity.
986	asv.986	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae;g__Pseudoromicia;s__Pseudoromicia_rendalli, confidences 1;1;0.94;0.52;0.17;0.14;0.06;0.06. No VSEARCH hits at 0.97 identity.
987	asv.987	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Bodianus;s__Bodianus_diplotaenia, confidences 1;1;1;1;0.84;0.84;0.78;0.75. No VSEARCH hits at 0.97 identity.
988	asv.988	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Dunckerocampus;s__Dunckerocampus_dactyliophorus, confidences 1;0.95;0.82;0.47;0.04;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
989	asv.989	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Sciuridae;g__Syntheosciurus;s__Syntheosciurus_brochus, confidences 1;1;0.84;0.16;0.08;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.
990	asv.990	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Scarus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Scarus;s__Scarus_rubroviolaceus, confidences 1;1;1;1;0.96;0.96;0.9;0.63. No VSEARCH hits at 0.97 identity.
991	asv.991	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Sphaerobolaceae;g__Sphaerobolus;s__Sphaerobolus_stellatus, confidences 1;0.11;0.08;0.08;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
992	asv.992	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__undef_Chordata;o__Coelacanthiformes;f__Coelacanthidae;g__Latimeria;s__Latimeria_chalumnae, confidences 1;0.9;0.77;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
993	asv.993	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Strigiformes;f__Strigidae;g__Ninox;s__Ninox_philippensis, confidences 1;0.96;0.9;0.14;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
994	asv.994	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ceratobatrachidae;g__Cornufer;s__Cornufer_neckeri, confidences 1;0.99;0.81;0.12;0.11;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
995	asv.995	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Basidioradulum;s__Basidioradulum_radula, confidences 1;0.18;0.09;0.09;0.01;0.01;0;0. No VSEARCH hits at 0.97 identity.
996	asv.996	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Talpidae;g__Mogera;s__Mogera_tokudae, confidences 1;1;0.98;0.56;0.12;0.12;0.07;0.06. No VSEARCH hits at 0.97 identity.
997	asv.997	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Lerista;s__Lerista_christinae, confidences 1;0.96;0.83;0.23;0.23;0.13;0.07;0.07. No VSEARCH hits at 0.97 identity.
998	asv.998	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Paralichthyidae;g__Pseudorhombus;s__Pseudorhombus_cinnamoneus, confidences 1;0.88;0.72;0.35;0.05;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
999	asv.999	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Characiformes;f__Serrasalmidae;g__Piaractus;s__Piaractus_mesopotamicus, confidences 1;0.9;0.73;0.28;0.04;0.02;0.02;0.01. No VSEARCH hits at 0.97 identity.
1000	asv.1000	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Annelida;c__Clitellata;o__Hirudinida;f__Gastrostomobdellidae;g__Gastrostomobdella;s__Gastrostomobdella_extenta, confidences 1;0.98;0.03;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1001	asv.1001	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Occidozyga;s__Occidozyga_lima, confidences 1;0.96;0.88;0.13;0.12;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1002	asv.1002	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Chrysostoma;s__Chrysostoma_paradoxum, confidences 1;0.98;0.22;0.19;0.18;0.18;0.06;0.06. No VSEARCH hits at 0.97 identity.
1003	asv.1003	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Prionurus;s__Prionurus_scalprum, confidences 1;1;1;0.96;0.45;0.44;0.42;0.42. No VSEARCH hits at 0.97 identity.
1004	asv.1004	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Channidae;g__Parachanna;s__Parachanna_insignis, confidences 1;0.96;0.83;0.44;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1005	asv.1005	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Mytiloida;f__Mytilidae;g__Lithophaga;s__Lithophaga_lithophaga, confidences 1;0.97;0.05;0.04;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1006	asv.1006	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Nothobranchius;s__Nothobranchius_furzeri, confidences 1;0.99;0.81;0.25;0.03;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
1007	asv.1007	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Mesoveliidae;g__Mesovelia;s__Mesovelia_furcata, confidences 1;0.96;0.26;0.15;0.09;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1008	asv.1008	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__Plectorhinchus_cinctus, confidences 1;0.92;0.89;0.41;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
1009	asv.1009	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Valvatida;f__Goniasteridae;g__Goniodiscaster;s__Goniodiscaster_scaber, confidences 1;0.92;0.05;0.05;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
1010	asv.1010	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Osteoglossiformes;f__Notopteridae;g__Chitala;s__Chitala_ornata, confidences 1;0.97;0.82;0.36;0.04;0.03;0.03;0.02. No VSEARCH hits at 0.97 identity.
1011	asv.1011	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sillaginidae;g__Sillaginodes;s__Sillaginodes_punctatus, confidences 1;0.96;0.81;0.38;0.06;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1012	asv.1012	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Odorrana;s__Odorrana_bacboensis, confidences 1;0.95;0.78;0.29;0.29;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
1013	asv.1013	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Benitochromis;s__Benitochromis_conjunctus, confidences 1;0.98;0.82;0.58;0.05;0.05;0.05;0.02. No VSEARCH hits at 0.97 identity.
1014	asv.1014	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Asteroidea;o__Paxillosida;f__Luidiidae;g__Luidia;s__Luidia_foliolata, confidences 1;0.97;0.03;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1015	asv.1015	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hylidae;g__Scinax;s__Scinax_cruentommus, confidences 1;1;0.92;0.3;0.3;0.06;0.05;0.05. No VSEARCH hits at 0.97 identity.
1016	asv.1016	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Euthynnus;s__Euthynnus_affinis, confidences 1;1;1;0.98;0.82;0.74;0.55;0.54. No VSEARCH hits at 0.97 identity.
1017	asv.1017	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Mugil;s__Mugil_hospes, confidences 1;1;0.95;0.58;0.09;0.09;0.06;0.03. No VSEARCH hits at 0.97 identity.
1018	asv.1018	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Centrolenidae;g__Celsiella;s__Celsiella_vozmedianoi, confidences 1;0.98;0.91;0.17;0.17;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
1019	asv.1019	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Caranx;s__Caranx_sexfasciatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Caranx;s__Caranx_sexfasciatus, confidences 1;1;1;1;0.92;0.92;0.92;0.92. No VSEARCH hits at 0.97 identity.
1020	asv.1020	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Doradidae;g__Anadoras;s__Anadoras_grypus, confidences 1;0.94;0.78;0.44;0.07;0.05;0.01;0.01. No VSEARCH hits at 0.97 identity.
1021	asv.1021	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Eleutherodactylidae;g__Eleutherodactylus;s__Eleutherodactylus_nitidus, confidences 1;0.95;0.8;0.17;0.17;0.1;0.1;0.05. No VSEARCH hits at 0.97 identity.
1022	asv.1022	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gymnotiformes;f__Hypopomidae;g__Brachyhypopomus;s__Brachyhypopomus_occidentalis, confidences 1;0.98;0.76;0.3;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
1023	asv.1023	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Chrysostoma;s__Chrysostoma_paradoxum, confidences 1;1;0.15;0.13;0.12;0.12;0.1;0.1. No VSEARCH hits at 0.97 identity.
1024	asv.1024	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__Lutjanus_erythropterus, confidences 1;0.91;0.89;0.3;0.06;0.06;0.06;0. No VSEARCH hits at 0.97 identity.
1025	asv.1025	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Odontophoridae;g__Odontophorus;s__Odontophorus_stellatus, confidences 1;0.87;0.81;0.2;0.06;0.02;0.02;0.01. No VSEARCH hits at 0.97 identity.
1026	asv.1026	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Goodeidae;g__Xenotoca;s__Xenotoca_eiseni, confidences 1;0.97;0.8;0.62;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
1027	asv.1027	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Odobenidae;g__Odobenus;s__Odobenus_rosmarus, confidences 1;0.86;0.63;0.17;0.06;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
1028	asv.1028	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Coraciiformes;f__Coraciidae;g__Coracias;s__Coracias_spatulatus, confidences 1;0.94;0.78;0.16;0;0;0;0. No VSEARCH hits at 0.97 identity.
1029	asv.1029	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Lulwoidea;s__Lulwoidea_lignoarenaria, confidences 1;0.07;0.07;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
1030	asv.1030	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Syrmaticus;s__Syrmaticus_reevesii, confidences 1;0.89;0.56;0.18;0.14;0.14;0.06;0.06. No VSEARCH hits at 0.97 identity.
1031	asv.1031	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Blarina;s__Blarina_brevicauda, confidences 1;0.95;0.69;0.39;0.02;0.02;0;0. No VSEARCH hits at 0.97 identity.
1032	asv.1032	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae;g__Acanthopagrus;s__Acanthopagrus_schlegelii, confidences 1;0.95;0.92;0.34;0.02;0.02;0;0. No VSEARCH hits at 0.97 identity.
1033	asv.1033	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Pomacentrus;s__Pomacentrus_bankanensis, confidences 1;0.93;0.87;0.29;0.08;0.07;0.07;0.06. No VSEARCH hits at 0.97 identity.
1034	asv.1034	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Nesomyidae;g__Nesomys;s__Nesomys_rufus, confidences 1;0.91;0.76;0.21;0.13;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
