asv	sum.taxonomy	identificationRemarks
344	asv.344	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;0.86;0.4;0.4;0.28;0.28. No VSEARCH hits at 0.97 identity.
345	asv.345	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Pitheciidae;g__Chiropotes;s__Chiropotes_satanas, confidences 1;0.98;0.94;0.64;0.12;0;0;0. No VSEARCH hits at 0.97 identity.
346	asv.346	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Polynemidae;g__Polynemus;s__Polynemus_paradiseus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Polynemidae;g__Polynemus;s__Polynemus_paradiseus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_teleo database at 0.97 similarity: hits AB355919, identities 100, taxonomy Polynemus_paradiseus, consensus Eukaryota;Chordata;Actinopteri;Polynemidae;Polynemus;Polynemus_paradiseus.
347	asv.347	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;0.96;0.75;0.36;0.19;0.12;0.09;0.09. No VSEARCH hits at 0.97 identity.
348	asv.348	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;1;0.99;0.88;0.35;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.
349	asv.349	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;1;0.97;0.57;0.15;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
350	asv.350	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Nemipteridae;g__Nemipterus;s__Nemipterus_bipunctatus, confidences 1;0.99;0.92;0.46;0.06;0.04;0.04;0.03. No VSEARCH hits at 0.97 identity.
351	asv.351	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sillaginidae;g__Sillago;s__Sillago_sihama, confidences 1;1;1;0.98;0.21;0.17;0.17;0.12. No VSEARCH hits at 0.97 identity.
352	asv.352	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;0.69;0.47;0.47;0.37;0.37. No VSEARCH hits at 0.97 identity.
353	asv.353	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Tylosurus;s__Tylosurus_crocodilus, confidences 1;1;1;0.84;0.42;0.41;0.18;0.18. No VSEARCH hits at 0.97 identity.
354	asv.354	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Odontophoridae;g__Dactylortyx;s__Dactylortyx_thoracicus, confidences 1;0.96;0.71;0.16;0.1;0.09;0.06;0.06. No VSEARCH hits at 0.97 identity.
355	asv.355	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;0.95;0.88;0.46;0.12;0.09;0.08;0.08. No VSEARCH hits at 0.97 identity.
356	asv.356	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae;g__Dorysthenes;s__Dorysthenes_fossatus, confidences 1;0.97;0.28;0.23;0.21;0.2;0.01;0.01. No VSEARCH hits at 0.97 identity.
357	asv.357	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Branchiopoda;o__Diplostraca;f__Daphniidae;g__Daphnia;s__Daphnia_curvirostris, confidences 1;0.95;0.12;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
358	asv.358	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Teixeirichthys;s__Teixeirichthys_jordani, confidences 1;1;0.92;0.74;0.07;0.05;0.02;0.02. No VSEARCH hits at 0.97 identity.
359	asv.359	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Rhinella;s__Rhinella_arborescandens, confidences 1;0.94;0.79;0.18;0.18;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
360	asv.360	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Plestiodon;s__Plestiodon_lynxe, confidences 1;0.96;0.75;0.21;0.21;0.1;0.07;0.07. No VSEARCH hits at 0.97 identity.
361	asv.361	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Blaesodactylus;s__Blaesodactylus_boivini, confidences 1;0.87;0.58;0.12;0.12;0.08;0.06;0.06. No VSEARCH hits at 0.97 identity.
362	asv.362	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Danio;s__Danio_margaritatus, confidences 0.99;0.96;0.83;0.47;0.31;0.19;0.19;0.19. No VSEARCH hits at 0.97 identity.
363	asv.363	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Ptenochirus;s__Ptenochirus_jagori, confidences 1;0.98;0.96;0.67;0.16;0.16;0.11;0.11. No VSEARCH hits at 0.97 identity.
364	asv.364	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;1;0.92;0.4;0.1;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
365	asv.365	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Periophthalmus;s__Periophthalmus_magnuspinnatus, confidences 1;1;1;0.9;0.52;0.52;0.35;0.34. No VSEARCH hits at 0.97 identity.
366	asv.366	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Stromateidae;g__Pampus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Stromateidae;g__Pampus;s__Pampus_chinensis, confidences 1;1;1;1;1;1;1;0.33. No VSEARCH hits at 0.97 identity.
367	asv.367	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Cirrhilabrus;s__Cirrhilabrus_cyanopleura, confidences 1;0.87;0.64;0.33;0.11;0.11;0.08;0.03. No VSEARCH hits at 0.97 identity.
368	asv.368	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Coris;s__Coris_julis, confidences 1;0.95;0.64;0.29;0.08;0.08;0.02;0.02. No VSEARCH hits at 0.97 identity.
369	asv.369	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.88;0.69;0.68;0.64;0.64. No VSEARCH hits at 0.97 identity.
370	asv.370	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Proboscidea;f__Elephantidae;g__Mammuthus;s__Mammuthus_primigenius, confidences 1;0.99;0.87;0.62;0.12;0.12;0.11;0.11. No VSEARCH hits at 0.97 identity.
371	asv.371	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Argyrosomus;s__Argyrosomus_amoyensis, confidences 1;1;1;0.99;0.69;0.49;0.27;0.02. No VSEARCH hits at 0.97 identity.
372	asv.372	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Clupeonella;s__Clupeonella_cultriventris, confidences 1;1;1;0.95;0.19;0.14;0.03;0.03. No VSEARCH hits at 0.97 identity.
373	asv.373	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Elapidae;g__Dendroaspis;s__Dendroaspis_sp., confidences 1;0.99;0.89;0.13;0.13;0.01;0;0. No VSEARCH hits at 0.97 identity.
374	asv.374	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Liparis;s__Liparis_punctulatus, confidences 1;0.96;0.73;0.31;0.03;0.03;0.03;0.01. No VSEARCH hits at 0.97 identity.
375	asv.375	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__Rattus_norvegicus, confidences 1;1;1;1;0.83;0.64;0.39;0.39. No VSEARCH hits at 0.97 identity.
376	asv.376	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hemiphractidae;g__Gastrotheca;s__Gastrotheca_stictopleura, confidences 1;0.98;0.81;0.17;0.14;0.08;0.08;0.06. No VSEARCH hits at 0.97 identity.
377	asv.377	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galbuliformes;f__Bucconidae;g__Malacoptila;s__Malacoptila_semicincta, confidences 1;0.9;0.78;0.14;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
378	asv.378	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Trichiuridae;g__Trichiurus;s__Trichiurus_haumela, confidences 1;0.99;0.95;0.47;0.05;0.05;0.03;0.01. No VSEARCH hits at 0.97 identity.
379	asv.379	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Strabomantidae;g__Pristimantis;s__Pristimantis_rhabdocnemus, confidences 1;0.99;0.9;0.19;0.17;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
380	asv.380	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Pitheciidae;g__Chiropotes;s__Chiropotes_satanas, confidences 1;0.98;0.96;0.64;0.25;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.
381	asv.381	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Synodontidae;g__Saurida;s__Saurida_undosquamis, confidences 1;1;1;0.99;0.36;0.36;0.2;0.13. No VSEARCH hits at 0.97 identity.
382	asv.382	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gymnotiformes;f__Apteronotidae;g__Apteronotus;s__Apteronotus_albifrons, confidences 1;1;0.99;0.35;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
383	asv.383	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Chaetodontiformes;f__Chaetodontidae;g__Heniochus;s__Heniochus_singularius, confidences 1;0.99;0.82;0.37;0.03;0.03;0.02;0.01. No VSEARCH hits at 0.97 identity.
384	asv.384	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;1;1;0.65;0.24;0.14;0.14;0.14. No VSEARCH hits at 0.97 identity.
385	asv.385	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Hyracoidea;f__Procaviidae;g__Dendrohyrax;s__Dendrohyrax_dorsalis, confidences 1;0.97;0.9;0.5;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
386	asv.386	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Nothobranchius;s__Nothobranchius_furzeri, confidences 1;1;0.91;0.28;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
387	asv.387	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Pterophyllum;s__Pterophyllum_scalare, confidences 1;0.98;0.79;0.36;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
388	asv.388	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea;s__Solea_ovata, confidences 1;1;1;0.99;0.89;0.88;0.8;0.77. No VSEARCH hits at 0.97 identity.
389	asv.389	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__Gymnogobius_mororanus, confidences 1;1;1;0.95;0.78;0.78;0.07;0.05. No VSEARCH hits at 0.97 identity.
390	asv.390	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Esomus;s__Esomus_metallicus, confidences 1;0.93;0.92;0.6;0.06;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
391	asv.391	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Soricidae;g__Sorex;s__Sorex_bedfordiae, confidences 1;0.99;0.99;0.9;0.34;0.34;0.05;0.05. No VSEARCH hits at 0.97 identity.
392	asv.392	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Piciformes;f__Picidae;g__Campethera;s__Campethera_nivosa, confidences 1;0.93;0.77;0.26;0.13;0.13;0.05;0.05. No VSEARCH hits at 0.97 identity.
393	asv.393	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.42;0.38;0.38;0.38;0.38;0.38;0.38. No VSEARCH hits at 0.97 identity.
394	asv.394	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Synodontidae;g__Harpadon;s__Harpadon_microchir, confidences 1;1;0.95;0.76;0.12;0.12;0.01;0.01. No VSEARCH hits at 0.97 identity.
395	asv.395	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Austrochaperina;s__Austrochaperina_guttata, confidences 1;0.99;0.82;0.12;0.12;0.05;0.04;0.04. No VSEARCH hits at 0.97 identity.
396	asv.396	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Felidae;g__Felis;s__Felis_catus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Felidae;g__Felis;s__Felis_catus, confidences 1;1;1;0.99;0.84;0.84;0.84;0.84. No VSEARCH hits at 0.97 identity.
397	asv.397	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__Gymnogobius_mororanus, confidences 1;1;1;0.93;0.82;0.82;0.13;0.05. No VSEARCH hits at 0.97 identity.
398	asv.398	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Pseudogobius;s__Pseudogobius_javanicus, confidences 1;0.99;0.88;0.55;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
399	asv.399	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Choerodon;s__Choerodon_anchorago, confidences 1;0.98;0.86;0.52;0.08;0.08;0.04;0.04. No VSEARCH hits at 0.97 identity.
400	asv.400	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Evosea;c__Eumycetozoa;o__Trichiida;f__Trichiidae;g__Hemitrichia;s__Hemitrichia_serpula, confidences 1;0.11;0.11;0.11;0.11;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.
401	asv.401	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Hemiergis;s__Hemiergis_gracilipes, confidences 1;1;0.9;0.15;0.15;0.08;0.04;0.04. No VSEARCH hits at 0.97 identity.
402	asv.402	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Pseudostomatella;s__Pseudostomatella_decolorata, confidences 1;0.98;0.16;0.13;0.13;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
403	asv.403	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Scoliodon;s__Scoliodon_laticaudus, confidences 0.99;0.99;0.96;0.76;0.69;0.65;0.42;0.22. No VSEARCH hits at 0.97 identity.
404	asv.404	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Cobitis;s__Cobitis_melanoleuca, confidences 1;0.92;0.74;0.45;0.08;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
405	asv.405	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Myiopsitta;s__Myiopsitta_monachus, confidences 1;1;0.89;0.08;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
406	asv.406	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenidae;g__Rhinomuraena;s__Rhinomuraena_quaesita, confidences 1;0.98;0.92;0.56;0.47;0.31;0.21;0.21. No VSEARCH hits at 0.97 identity.
407	asv.407	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gobius;s__Gobius_niger, confidences 1;0.97;0.52;0.19;0.04;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
408	asv.408	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Psettina;s__Psettina_iijimae, confidences 1;0.91;0.75;0.47;0.08;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
409	asv.409	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__Rana_huanrensis, confidences 1;0.95;0.81;0.15;0.09;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
410	asv.410	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Ctenotus;s__Ctenotus_gagudju, confidences 1;0.99;0.84;0.33;0.33;0.26;0.17;0.01. No VSEARCH hits at 0.97 identity.
411	asv.411	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Johnius;s__Johnius_carouna	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Johnius;s__Johnius_carouna, confidences 1;0.99;0.98;0.97;0.93;0.93;0.93;0.93. No VSEARCH hits at 0.97 identity.
412	asv.412	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Calliotrochus;s__Calliotrochus_marmoreus, confidences 1;0.95;0.16;0.11;0.07;0.07;0.05;0.05. No VSEARCH hits at 0.97 identity.
413	asv.413	sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Scoliodon;s__Scoliodon_laticaudus, confidences 1;0.99;0.99;0.92;0.84;0.74;0.57;0.31. No VSEARCH hits at 0.97 identity.
414	asv.414	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Extremus;s__Extremus_antarcticus, confidences 1;0.13;0.13;0.07;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
415	asv.415	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Psittaciformes;f__Psittacidae;g__Myiopsitta;s__Myiopsitta_monachus, confidences 1;0.96;0.89;0.13;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
416	asv.416	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gymnophthalmidae;g__Proctoporus;s__Proctoporus_bolivianus, confidences 1;1;0.81;0.17;0.17;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
